country,equipment_type,destroyed,abandoned,captured,damaged,type_total,date_recorded,destroyed_diff,abandoned_diff,captured_diff,damaged_diff,type_total_diff
Russia,Aircraft,94,0,0,8,102,2024-01-27,NA,NA,NA,NA,NA
Russia,Aircraft,95,0,0,8,103,2024-02-18,NA,NA,NA,NA,NA
Russia,Aircraft,96,0,0,8,104,2024-02-21,NA,NA,NA,NA,NA
Russia,Aircraft,97,0,0,8,105,2024-02-27,NA,NA,NA,NA,NA
Russia,Aircraft,99,0,0,8,107,2024-04-08,NA,NA,NA,NA,NA
Russia,Aircraft,99,0,0,9,108,2024-04-11,NA,NA,NA,NA,NA
Russia,Aircraft,100,0,0,9,109,2024-04-21,NA,NA,NA,NA,NA
Russia,Aircraft,101,0,0,9,110,2024-05-12,NA,NA,NA,NA,NA
Russia,Aircraft,104,0,0,9,113,2024-05-18,NA,NA,NA,NA,NA
Russia,Aircraft,105,0,0,9,114,2024-05-27,NA,NA,NA,NA,NA
Russia,Aircraft,105,0,0,10,115,2024-06-09,NA,NA,NA,NA,NA
Russia,Aircraft,106,0,0,10,116,2024-06-12,NA,NA,NA,NA,NA
Russia,Aircraft,106,0,0,12,118,2024-06-15,NA,NA,NA,NA,NA
Russia,Aircraft,107,0,0,12,119,2024-06-24,NA,NA,NA,NA,NA
Russia,Aircraft,108,0,0,12,120,2024-07-24,NA,NA,NA,NA,NA
Russia,Aircraft,109,0,0,12,121,2024-07-31,NA,NA,NA,NA,NA
Russia,Aircraft,110,0,0,12,122,2024-08-06,NA,NA,NA,NA,NA
Russia,Aircraft,111,0,0,12,123,2024-08-16,NA,NA,NA,NA,NA
Russia,Aircraft,112,0,0,15,127,2024-08-25,NA,NA,NA,NA,NA
Russia,Aircraft,113,0,0,15,128,2024-09-13,NA,NA,NA,NA,NA
Russia,All Types,0,0,0,0,0,2022-02-23,0,0,0,0,0
Russia,All Types,769,224,587,30,1610,2022-03-19,769,224,587,30,1610
Russia,All Types,959,232,698,35,1924,2022-03-26,190,8,111,5,314
Russia,All Types,959,232,698,35,1924,2022-03-27,0,0,0,0,0
Russia,All Types,100,232,745,38,1115,2022-03-28,-885,0,13,1,-871
Russia,All Types,1041,235,771,38,2085,2022-03-29,37,3,26,0,66
Russia,All Types,1061,233,776,41,2111,2022-03-30,20,-2,5,3,26
Russia,All Types,1085,234,787,41,2147,2022-03-31,24,1,11,0,36
Russia,All Types,1155,233,849,41,2278,2022-04-01,70,-1,62,0,131
Russia,All Types,1158,234,853,41,2286,2022-04-02,3,1,4,0,8
Russia,All Types,1235,236,927,39,2437,2022-04-04,77,2,74,-2,151
Russia,All Types,1322,238,974,38,2572,2022-04-06,87,2,47,-1,135
Russia,All Types,1351,237,982,38,2608,2022-04-07,29,-1,8,0,36
Russia,All Types,1358,237,983,38,2616,2022-04-08,7,0,1,0,8
Russia,All Types,1419,236,1008,39,2702,2022-04-09,61,-1,25,1,86
Russia,All Types,1443,233,1031,39,2746,2022-04-10,24,-3,23,0,44
Russia,All Types,1456,234,1041,39,2770,2022-04-11,13,1,10,0,24
Russia,All Types,1538,236,1066,44,2884,2022-04-13,82,2,25,5,114
Russia,All Types,1545,237,1071,44,2897,2022-04-14,7,1,5,0,13
Russia,All Types,1548,237,1070,44,2899,2022-04-15,3,0,-1,0,2
Russia,All Types,1551,238,1084,44,2917,2022-04-16,3,1,14,0,18
Russia,All Types,1570,239,1107,44,2960,2022-04-17,19,1,23,0,43
Russia,All Types,1581,244,1121,46,2992,2022-04-18,11,5,14,2,32
Russia,All Types,1586,244,1121,46,2997,2022-04-19,5,0,0,0,5
Russia,All Types,1615,243,1138,48,3044,2022-04-20,NA,NA,NA,NA,NA
Russia,All Types,1635,243,1155,47,3080,2022-04-21,NA,NA,NA,NA,NA
Russia,All Types,1653,253,1169,51,3126,2022-04-23,NA,NA,NA,NA,NA
Russia,All Types,1669,259,1175,52,3155,2022-04-24,NA,NA,NA,NA,NA
Russia,All Types,1860,266,1228,63,3417,2022-05-05,NA,NA,NA,NA,NA
Russia,All Types,1886,264,1235,65,3450,2022-05-06,NA,NA,NA,NA,NA
Russia,All Types,1927,272,1248,67,3514,2022-05-08,NA,NA,NA,NA,NA
Russia,All Types,1927,272,1251,68,3518,2022-05-09,NA,NA,NA,NA,NA
Russia,All Types,1969,273,1258,70,3570,2022-05-10,NA,NA,NA,NA,NA
Russia,All Types,1972,273,1264,70,3579,2022-05-11,NA,NA,NA,NA,NA
Russia,All Types,2006,273,1273,71,3623,2022-05-12,NA,NA,NA,NA,NA
Russia,All Types,2006,273,1275,71,3625,2022-05-13,NA,NA,NA,NA,NA
Russia,All Types,2032,281,1278,74,3665,2022-05-14,NA,NA,NA,NA,NA
Russia,All Types,2034,283,1284,74,3675,2022-05-15,NA,NA,NA,NA,NA
Russia,All Types,2035,288,1284,74,3681,2022-05-20,NA,NA,NA,NA,NA
Russia,All Types,2055,290,1290,74,3709,2022-05-21,NA,NA,NA,NA,NA
Russia,All Types,2120,292,1311,75,3798,2022-05-23,NA,NA,NA,NA,NA
Russia,All Types,2236,294,1320,75,3925,2022-05-24,NA,NA,NA,NA,NA
Russia,All Types,2351,295,1337,75,4058,2022-05-25,NA,NA,NA,NA,NA
Russia,All Types,2395,307,1342,75,4119,2022-05-26,NA,NA,NA,NA,NA
Russia,All Types,2408,317,1346,75,4146,2022-05-27,NA,NA,NA,NA,NA
Russia,All Types,2416,317,1347,75,4155,2022-05-28,NA,NA,NA,NA,NA
Russia,All Types,2428,316,1353,75,4172,2022-05-29,NA,NA,NA,NA,NA
Russia,All Types,2437,316,1355,74,4182,2022-05-30,NA,NA,NA,NA,NA
Russia,All Types,2441,316,1357,75,4189,2022-05-31,NA,NA,NA,NA,NA
Russia,All Types,2446,316,1358,75,4195,2022-06-01,NA,NA,NA,NA,NA
Russia,All Types,2455,316,1363,72,4206,2022-06-02,NA,NA,NA,NA,NA
Russia,All Types,2458,316,1367,72,4213,2022-06-03,NA,NA,NA,NA,NA
Russia,All Types,2476,318,1370,73,4237,2022-06-05,NA,NA,NA,NA,NA
Russia,All Types,2479,315,1370,74,4238,2022-06-06,NA,NA,NA,NA,NA
Russia,All Types,2483,316,1372,74,4245,2022-06-07,NA,NA,NA,NA,NA
Russia,All Types,2497,316,1370,75,4258,2022-06-08,NA,NA,NA,NA,NA
Russia,All Types,2505,315,1370,78,4268,2022-06-09,NA,NA,NA,NA,NA
Russia,All Types,2509,315,13
